BinhLuan,Nhan
"Dựng phim đỉnh thực sự, màu sắc nét căng, 10 điểm không có nhưng.",1
Video cực kỳ chất lượng mong chờ tập sau,1
Kênh này quá nhiều thiếu tôn trọng người xem tắt đi luôn,0
Nội dung thật sự rác phí thời gian,0
Nhạc khá hay 😍,1
Beat nhạc cực kỳ chill ❤️,1
Nhạc quá cuốn quá chừng,1
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
Quảng cáo rất rác thua,0
Cách dựng phim rất tệ hụt hẫng,0
Nội dung vô cùng chill quá chừng,1
Âm thanh quá nhiều rác !,0
Bài hát cực kỳ ý nghĩa 10 điểm,1
Bật chế độ lặp lại nghe cả ngày không chán luôn á.,1
Âm thanh hơi chán thua,0
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
"Quảng cáo chèn vào quá nhiều, trải nghiệm cực kỳ ức chế.",0
Nội dung rất chuyên nghiệp luôn,1
Bật chế độ lặp lại nghe cả ngày không chán luôn á.,1
Hình ảnh vô cùng cuốn luôn,1
Bài hát khá sâu lắng 10 điểm,1
Cách dựng phim hơi nhảm nhí !,0
Nội dung hơi nhảm nhí cần cải thiện,0
Nội dung rất tệ phí thời gian,0
Beat nhạc thật sự chất lượng 10 điểm,1
Quảng cáo rất thiếu tôn trọng người xem cần cải thiện,0
Kênh này khá đỉnh cao 😍,1
Bật chế độ lặp lại nghe cả ngày không chán luôn á.,1
"Dựng phim đỉnh thực sự, màu sắc nét căng, 10 điểm không có nhưng.",1
Cách dựng phim quá nhiều nhảm nhí thua,0
Video hơi nhạt nhẽo hụt hẫng,0
Kênh này thật sự buồn ngủ hụt hẫng,0
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
"Hướng dẫn chi tiết dễ hiểu, cảm ơn kênh rất nhiều nha.",1
Kênh này khá chuyên nghiệp luôn,1
Video cực kỳ thiếu tôn trọng người xem tắt đi luôn,0
Kênh này thật sự rác hụt hẫng,0
Video cực kỳ chất lượng nhé,1
Hình ảnh quá chill ❤️,1
Nội dung rất rác tắt đi luôn,0
Bài hát khá hay luôn,1
Nhạc rất ý nghĩa nhé,1
Nội dung quá chán phí thời gian,0
Bài hát rất cuốn mong chờ tập sau,1
Nhạc cực kỳ cuốn 😍,1
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
Cách truyền đạt quá chill luôn,1
Cách truyền đạt rất đỉnh cao mong chờ tập sau,1
Bài hát rất bổ ích ❤️,1
Kênh này rất rác !,0
Kênh này quá nhiều buồn ngủ !,0
Video vô cùng chất lượng 10 điểm,1
Nhạc cực kỳ cuốn nhé,1
Nhạc cực kỳ tệ 😡,0
Cách dựng phim thật sự tệ tắt đi luôn,0
Kênh này quá cuốn luôn,1
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
Nội dung quá buồn ngủ chán hẳn,0
Hình ảnh thật sự bổ ích ❤️,1
Nhạc rất chuyên nghiệp 😍,1
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Bài hát rất sâu lắng luôn,1
Video thật sự buồn ngủ phí thời gian,0
Hình ảnh quá chất lượng quá chừng,1
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Bài hát rất hay ❤️,1
Cách dựng phim quá nhiều nhảm nhí hụt hẫng,0
Kênh này cực kỳ nhảm nhí !,0
Video cực kỳ chất lượng nha,1
Hình ảnh thật sự bổ ích 10 điểm,1
Âm thanh cực kỳ tệ thua,0
Nhạc thật sự chuyên nghiệp nha,1
Quảng cáo hơi thiếu tôn trọng người xem !,0
Hình ảnh quá bổ ích nhé,1
Cách dựng phim quá rác hụt hẫng,0
Nội dung rất buồn ngủ !,0
"Âm thanh mic rè rè, nghe đau hết cả đầu, chán thật sự.",0
Hình ảnh quá ý nghĩa nha,1
Kênh này hơi nhảm nhí 😡,0
Kênh này cực kỳ sâu lắng quá chừng,1
Beat nhạc cực kỳ chill mong chờ tập sau,1
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
Nhạc vô cùng cuốn mong chờ tập sau,1
Cách dựng phim rất chán 😡,0
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
Hình ảnh thật sự bổ ích nhé,1
Quảng cáo quá nhiều rác phí thời gian,0
Beat nhạc rất đỉnh cao mong chờ tập sau,1
Kênh này rất buồn ngủ tắt đi luôn,0
Nội dung giật gân câu view chứ chả có giá trị gì cả.,0
Nội dung rất sâu lắng mong chờ tập sau,1
"Âm thanh mic rè rè, nghe đau hết cả đầu, chán thật sự.",0
Kênh này thật sự đỉnh cao 10 điểm,1
Nhạc quá nhiều buồn ngủ chán hẳn,0
Cách dựng phim cực kỳ nhạt nhẽo cần cải thiện,0
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
Cách truyền đạt khá cuốn quá chừng,1
Bài hát rất chill quá chừng,1
Nội dung quá chất lượng luôn,1
Quảng cáo cực kỳ nhạt nhẽo phí thời gian,0
Nhạc khá chill 😍,1
Nhạc khá hay 😍,1
Nội dung rất nhảm nhí hụt hẫng,0
Cách truyền đạt khá đỉnh cao nhé,1
Cách dựng phim rất tệ 😡,0
Kênh này rất cuốn ❤️,1
Bài hát quá ý nghĩa quá chừng,1
Kênh này vô cùng bổ ích 😍,1
Nhạc cực kỳ sâu lắng 10 điểm,1
Video quá cuốn ❤️,1
Bài hát khá chuyên nghiệp 10 điểm,1
"Hướng dẫn chi tiết dễ hiểu, cảm ơn kênh rất nhiều nha.",1
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Âm thanh rất buồn ngủ !,0
Nội dung cực kỳ chán cần cải thiện,0
Video rất hay ❤️,1
"Xin lỗi nhưng video này làm hời hợt quá, không bằng các tập trước.",0
Nội dung cực kỳ chuyên nghiệp quá chừng,1
Nhạc cực kỳ nhạt nhẽo cần cải thiện,0
Nội dung quá thiếu tôn trọng người xem hụt hẫng,0
Kênh này quá nhảm nhí hụt hẫng,0
Quảng cáo quá nhảm nhí hụt hẫng,0
Quảng cáo cực kỳ nhạt nhẽo thua,0
Quảng cáo quá nhiều chán !,0
Kênh này vô cùng chuyên nghiệp 10 điểm,1
"Âm thanh mic rè rè, nghe đau hết cả đầu, chán thật sự.",0
"Quảng cáo chèn vào quá nhiều, trải nghiệm cực kỳ ức chế.",0
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Âm thanh hơi chán !,0
Kênh này thật sự cuốn quá chừng,1
Cách truyền đạt cực kỳ bổ ích mong chờ tập sau,1
Nội dung vô cùng ý nghĩa quá chừng,1
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Cách truyền đạt cực kỳ chill 10 điểm,1
Cách truyền đạt rất sâu lắng ❤️,1
Cách dựng phim thật sự thiếu tôn trọng người xem phí thời gian,0
Cách truyền đạt vô cùng cuốn nhé,1
Cách truyền đạt vô cùng bổ ích ❤️,1
Quảng cáo hơi rác tắt đi luôn,0
Video vô cùng chuyên nghiệp ❤️,1
Âm thanh hơi chán !,0
Âm thanh rất nhảm nhí phí thời gian,0
Nhạc rất ồn ào phí thời gian,0
Beat nhạc rất chất lượng quá chừng,1
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
Nội dung cực kỳ chill quá chừng,1
Nhạc quá nhiều nhạt nhẽo !,0
Video thật sự thiếu tôn trọng người xem cần cải thiện,0
"Xin lỗi nhưng video này làm hời hợt quá, không bằng các tập trước.",0
Cách dựng phim hơi ồn ào tắt đi luôn,0
Video vô cùng sâu lắng 10 điểm,1
Cách truyền đạt quá chuyên nghiệp ❤️,1
Hình ảnh khá chill nhé,1
Hình ảnh rất chất lượng 10 điểm,1
Hình ảnh cực kỳ đỉnh cao nha,1
Nhạc quá sâu lắng mong chờ tập sau,1
Nội dung hơi chán phí thời gian,0
Kênh này rất buồn ngủ phí thời gian,0
Nhạc thật sự sâu lắng nha,1
Bài hát khá hay luôn,1
Video thật sự chuyên nghiệp mong chờ tập sau,1
Bài hát thật sự hay mong chờ tập sau,1
Video rất bổ ích 😍,1
Bài hát rất chill luôn,1
Nội dung rất sâu lắng 10 điểm,1
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
Video thật sự tệ tắt đi luôn,0
Kênh này thật sự ồn ào thua,0
Âm thanh rất buồn ngủ cần cải thiện,0
Bài hát thật sự ý nghĩa mong chờ tập sau,1
Hình ảnh khá ý nghĩa 😍,1
"Dựng phim đỉnh thực sự, màu sắc nét căng, 10 điểm không có nhưng.",1
"Xin lỗi nhưng video này làm hời hợt quá, không bằng các tập trước.",0
Kênh này cực kỳ rác phí thời gian,0
Âm thanh hơi thiếu tôn trọng người xem cần cải thiện,0
Video thật sự nhạt nhẽo thua,0
Beat nhạc thật sự chất lượng ❤️,1
Quảng cáo rất thiếu tôn trọng người xem phí thời gian,0
Kênh này cực kỳ ồn ào cần cải thiện,0
Âm thanh quá tệ phí thời gian,0
Kênh này quá tệ tắt đi luôn,0
Video khá chất lượng luôn,1
Kênh này quá nhiều chán tắt đi luôn,0
"Âm thanh mic rè rè, nghe đau hết cả đầu, chán thật sự.",0
Beat nhạc vô cùng đỉnh cao luôn,1
Hình ảnh cực kỳ chuyên nghiệp 10 điểm,1
Hình ảnh cực kỳ cuốn quá chừng,1
Video hơi chán phí thời gian,0
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Quảng cáo cực kỳ ồn ào 😡,0
Hình ảnh khá chuyên nghiệp 😍,1
Quảng cáo rất nhạt nhẽo phí thời gian,0
Kênh này hơi buồn ngủ chán hẳn,0
Nhạc thật sự sâu lắng quá chừng,1
Video rất nhạt nhẽo 😡,0
Kênh này rất ý nghĩa 😍,1
Beat nhạc thật sự bổ ích 10 điểm,1
"Xin lỗi nhưng video này làm hời hợt quá, không bằng các tập trước.",0
Nội dung rất nhảm nhí 😡,0
Cách dựng phim rất chán thua,0
Video quá nhiều buồn ngủ 😡,0
Cách dựng phim hơi nhạt nhẽo !,0
Bài hát cực kỳ đỉnh cao ❤️,1
Video hơi thiếu tôn trọng người xem phí thời gian,0
Quảng cáo quá buồn ngủ cần cải thiện,0
Kênh này quá nhiều ồn ào 😡,0
Bài hát quá chuyên nghiệp 😍,1
Hình ảnh khá đỉnh cao nhé,1
Nội dung thật sự tệ hụt hẫng,0
Cách dựng phim hơi tệ chán hẳn,0
Cách dựng phim quá nhiều ồn ào !,0
Âm thanh rất nhảm nhí hụt hẫng,0
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
Nội dung quá nhiều chán thua,0
Kênh này vô cùng chất lượng nhé,1
Nội dung hơi nhạt nhẽo cần cải thiện,0
Nội dung hơi chán tắt đi luôn,0
Cách truyền đạt quá đỉnh cao nha,1
Beat nhạc vô cùng đỉnh cao 10 điểm,1
Nhạc rất ồn ào !,0
Video hơi tệ chán hẳn,0
Video quá hay mong chờ tập sau,1
Âm thanh hơi ồn ào phí thời gian,0
Nhạc rất rác thua,0
Cách dựng phim thật sự tệ phí thời gian,0
Nội dung quá nhạt nhẽo thua,0
Cách truyền đạt khá chất lượng quá chừng,1
Kênh này rất chuyên nghiệp ❤️,1
"Xin lỗi nhưng video này làm hời hợt quá, không bằng các tập trước.",0
Kênh này khá chuyên nghiệp 10 điểm,1
"Hướng dẫn chi tiết dễ hiểu, cảm ơn kênh rất nhiều nha.",1
Bài hát quá chill 😍,1
Beat nhạc vô cùng bổ ích 10 điểm,1
Âm thanh quá thiếu tôn trọng người xem cần cải thiện,0
Âm thanh thật sự tệ chán hẳn,0
"Xin lỗi nhưng video này làm hời hợt quá, không bằng các tập trước.",0
Kênh này hơi rác tắt đi luôn,0
Âm thanh rất rác cần cải thiện,0
Âm thanh thật sự nhảm nhí phí thời gian,0
Video thật sự tệ hụt hẫng,0
Bài hát rất chất lượng 😍,1
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
Nội dung giật gân câu view chứ chả có giá trị gì cả.,0
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Hình ảnh khá đỉnh cao nha,1
Âm thanh hơi thiếu tôn trọng người xem hụt hẫng,0
Video khá ý nghĩa luôn,1
Nhạc cực kỳ thiếu tôn trọng người xem thua,0
Nhạc thật sự hay ❤️,1
Video cực kỳ chất lượng nhé,1
Bài hát khá chuyên nghiệp 😍,1
Nhạc thật sự buồn ngủ hụt hẫng,0
Kênh này vô cùng chuyên nghiệp luôn,1
Nội dung thật sự cuốn nhé,1
Cách dựng phim hơi rác cần cải thiện,0
Cách dựng phim quá nhiều nhạt nhẽo hụt hẫng,0
Bài hát vô cùng chill 10 điểm,1
Kênh này cực kỳ đỉnh cao luôn,1
Beat nhạc quá cuốn ❤️,1
Nội dung khá hay 10 điểm,1
"Quảng cáo chèn vào quá nhiều, trải nghiệm cực kỳ ức chế.",0
Hình ảnh quá cuốn nhé,1
Cách dựng phim quá nhạt nhẽo 😡,0
Kênh này vô cùng chuyên nghiệp mong chờ tập sau,1
Beat nhạc cực kỳ ý nghĩa mong chờ tập sau,1
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
Nhạc rất thiếu tôn trọng người xem !,0
Beat nhạc quá chill nha,1
Bài hát thật sự sâu lắng ❤️,1
Hình ảnh cực kỳ sâu lắng mong chờ tập sau,1
Nội dung hơi nhảm nhí 😡,0
"Dựng phim đỉnh thực sự, màu sắc nét căng, 10 điểm không có nhưng.",1
Cách dựng phim cực kỳ ồn ào !,0
Nhạc khá đỉnh cao ❤️,1
Video hơi buồn ngủ tắt đi luôn,0
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Nội dung quá chất lượng 😍,1
Nội dung giật gân câu view chứ chả có giá trị gì cả.,0
Nhạc vô cùng chill nhé,1
Âm thanh hơi thiếu tôn trọng người xem tắt đi luôn,0
Nhạc cực kỳ đỉnh cao nhé,1
Âm thanh hơi tệ thua,0
Nhạc cực kỳ nhảm nhí !,0
Video vô cùng chất lượng nha,1
Video rất nhạt nhẽo chán hẳn,0
Âm thanh thật sự nhảm nhí phí thời gian,0
Nội dung quá nhiều ồn ào tắt đi luôn,0
Video quá cuốn 😍,1
Âm thanh quá nhảm nhí !,0
Âm thanh rất buồn ngủ thua,0
"Hướng dẫn chi tiết dễ hiểu, cảm ơn kênh rất nhiều nha.",1
Âm thanh quá thiếu tôn trọng người xem cần cải thiện,0
Kênh này rất cuốn luôn,1
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Quảng cáo quá nhiều ồn ào hụt hẫng,0
Nội dung rất ý nghĩa luôn,1
"Hướng dẫn chi tiết dễ hiểu, cảm ơn kênh rất nhiều nha.",1
Hình ảnh rất chill nha,1
Beat nhạc quá sâu lắng quá chừng,1
Cách truyền đạt khá đỉnh cao 10 điểm,1
Nội dung quá chuyên nghiệp 😍,1
"Dựng phim đỉnh thực sự, màu sắc nét căng, 10 điểm không có nhưng.",1
Nhạc rất cuốn mong chờ tập sau,1
Nội dung quá nhiều nhảm nhí phí thời gian,0
Cách dựng phim hơi buồn ngủ tắt đi luôn,0
Nội dung giật gân câu view chứ chả có giá trị gì cả.,0
Quảng cáo cực kỳ tệ thua,0
Video quá rác thua,0
Bài hát quá hay 10 điểm,1
Bài hát khá đỉnh cao luôn,1
Video thật sự thiếu tôn trọng người xem hụt hẫng,0
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
Nội dung thật sự ý nghĩa nha,1
Nội dung rất chán phí thời gian,0
Nội dung giật gân câu view chứ chả có giá trị gì cả.,0
Hình ảnh thật sự chuyên nghiệp ❤️,1
Beat nhạc thật sự sâu lắng luôn,1
Kênh này thật sự nhảm nhí tắt đi luôn,0
Cách truyền đạt rất sâu lắng 10 điểm,1
Hình ảnh rất hay nha,1
Cách dựng phim quá nhiều nhảm nhí !,0
Nhạc quá nhiều thiếu tôn trọng người xem 😡,0
Cách truyền đạt quá hay 10 điểm,1
"Âm thanh mic rè rè, nghe đau hết cả đầu, chán thật sự.",0
Âm thanh quá nhiều buồn ngủ chán hẳn,0
Hình ảnh cực kỳ chất lượng mong chờ tập sau,1
Nội dung quá nhiều thiếu tôn trọng người xem 😡,0
Bài hát cực kỳ đỉnh cao 😍,1
Hình ảnh thật sự cuốn 😍,1
"Quảng cáo chèn vào quá nhiều, trải nghiệm cực kỳ ức chế.",0
Nhạc cực kỳ buồn ngủ cần cải thiện,0
Cách truyền đạt rất sâu lắng nhé,1
Nội dung rất bổ ích 😍,1
Cách dựng phim quá chán cần cải thiện,0
Cách dựng phim thật sự chán !,0
Beat nhạc thật sự chill ❤️,1
"Âm thanh mic rè rè, nghe đau hết cả đầu, chán thật sự.",0
Video thật sự bổ ích 😍,1
Nhạc rất ồn ào 😡,0
Quảng cáo thật sự ồn ào cần cải thiện,0
Beat nhạc quá chất lượng 10 điểm,1
Cách truyền đạt quá cuốn nhé,1
Kênh này thật sự thiếu tôn trọng người xem chán hẳn,0
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
Kênh này hơi rác hụt hẫng,0
Nhạc vô cùng bổ ích nha,1
Bài hát vô cùng bổ ích mong chờ tập sau,1
Bật chế độ lặp lại nghe cả ngày không chán luôn á.,1
Nhạc thật sự nhạt nhẽo chán hẳn,0
Hình ảnh rất chất lượng mong chờ tập sau,1
Nhạc rất chill quá chừng,1
Nhạc quá ý nghĩa 10 điểm,1
Âm thanh cực kỳ chán phí thời gian,0
Kênh này quá cuốn nhé,1
Âm thanh quá tệ phí thời gian,0
Bài hát vô cùng chuyên nghiệp 😍,1
Bật chế độ lặp lại nghe cả ngày không chán luôn á.,1
Quảng cáo hơi ồn ào tắt đi luôn,0
Nhạc quá chuyên nghiệp 10 điểm,1
"Hướng dẫn chi tiết dễ hiểu, cảm ơn kênh rất nhiều nha.",1
"Âm thanh mic rè rè, nghe đau hết cả đầu, chán thật sự.",0
Bật chế độ lặp lại nghe cả ngày không chán luôn á.,1
Cách truyền đạt khá sâu lắng 10 điểm,1
Nội dung thật sự tệ !,0
Nội dung quá nhiều chán hụt hẫng,0
Cách dựng phim rất thiếu tôn trọng người xem phí thời gian,0
"Dựng phim đỉnh thực sự, màu sắc nét căng, 10 điểm không có nhưng.",1
Nội dung thật sự rác hụt hẫng,0
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
Beat nhạc thật sự chill ❤️,1
Video rất chuyên nghiệp 10 điểm,1
"Hướng dẫn chi tiết dễ hiểu, cảm ơn kênh rất nhiều nha.",1
Nội dung quá nhiều tệ !,0
Bài hát khá chill 😍,1
Beat nhạc quá chuyên nghiệp ❤️,1
Kênh này hơi chán cần cải thiện,0
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Kênh này rất nhạt nhẽo tắt đi luôn,0
"Xin lỗi nhưng video này làm hời hợt quá, không bằng các tập trước.",0
Âm thanh thật sự chán hụt hẫng,0
Nhạc quá nhiều thiếu tôn trọng người xem hụt hẫng,0
Kênh này khá chất lượng nhé,1
Nội dung rất nhạt nhẽo 😡,0
Nội dung rất cuốn quá chừng,1
Kênh này quá thiếu tôn trọng người xem chán hẳn,0
Beat nhạc vô cùng chill nha,1
Nội dung giật gân câu view chứ chả có giá trị gì cả.,0
Nhạc thật sự ồn ào tắt đi luôn,0
Kênh này vô cùng ý nghĩa 10 điểm,1
Cách dựng phim quá nhiều thiếu tôn trọng người xem cần cải thiện,0
Beat nhạc thật sự đỉnh cao nha,1
Beat nhạc vô cùng bổ ích 😍,1
Nhạc quá nhiều nhảm nhí 😡,0
Video thật sự chuyên nghiệp ❤️,1
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
Kênh này vô cùng chất lượng quá chừng,1
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
"Dựng phim đỉnh thực sự, màu sắc nét căng, 10 điểm không có nhưng.",1
Nội dung thật sự chán !,0
"Dựng phim đỉnh thực sự, màu sắc nét căng, 10 điểm không có nhưng.",1
Bật chế độ lặp lại nghe cả ngày không chán luôn á.,1
Hình ảnh rất chill luôn,1
Nội dung vô cùng bổ ích mong chờ tập sau,1
Video thật sự chill nha,1
Cách truyền đạt vô cùng chill 😍,1
Quảng cáo thật sự thiếu tôn trọng người xem tắt đi luôn,0
"Xin lỗi nhưng video này làm hời hợt quá, không bằng các tập trước.",0
Âm thanh rất buồn ngủ chán hẳn,0
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Quảng cáo hơi ồn ào chán hẳn,0
Quảng cáo rất ồn ào phí thời gian,0
Beat nhạc thật sự hay nhé,1
Nhạc vô cùng sâu lắng 10 điểm,1
Hình ảnh cực kỳ hay nhé,1
"Quảng cáo chèn vào quá nhiều, trải nghiệm cực kỳ ức chế.",0
Nội dung rất chuyên nghiệp 10 điểm,1
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
Nhạc hơi nhạt nhẽo hụt hẫng,0
Nội dung cực kỳ chill nha,1
Hình ảnh cực kỳ đỉnh cao 😍,1
Nhạc thật sự bổ ích luôn,1
Kênh này rất chất lượng mong chờ tập sau,1
Nhạc thật sự chill luôn,1
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
"Nội dung bổ ích, học hỏi được rất nhiều từ video này.",1
Video khá cuốn quá chừng,1
Bài hát thật sự bổ ích ❤️,1
Nội dung giật gân câu view chứ chả có giá trị gì cả.,0
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
Video thật sự chuyên nghiệp nha,1
Bài hát rất ý nghĩa 😍,1
Âm thanh hơi thiếu tôn trọng người xem phí thời gian,0
Video hơi buồn ngủ tắt đi luôn,0
"Dựng phim đỉnh thực sự, màu sắc nét căng, 10 điểm không có nhưng.",1
Kênh này quá chất lượng nhé,1
Kênh này rất ồn ào tắt đi luôn,0
Âm thanh cực kỳ ồn ào 😡,0
Bài hát vô cùng đỉnh cao luôn,1
Hình ảnh rất chill 😍,1
Kênh này cực kỳ hay luôn,1
Hình ảnh quá chất lượng nhé,1
"Nhạc nền quá to đè hết cả tiếng người nói, quá tệ.",0
Beat nhạc rất hay nhé,1
Bật chế độ lặp lại nghe cả ngày không chán luôn á.,1
"Dựng phim đỉnh thực sự, màu sắc nét căng, 10 điểm không có nhưng.",1
"Nghe bài này xong thấy lòng bình yên đến lạ, ủng hộ kênh nhiều.",1
"Xin lỗi nhưng video này làm hời hợt quá, không bằng các tập trước.",0
Cách dựng phim thật sự chán chán hẳn,0
Nhạc quá chuyên nghiệp 😍,1
Quảng cáo thật sự chán thua,0
Nội dung thật sự đỉnh cao nhé,1
Cách truyền đạt rất chill nhé,1
Cách dựng phim quá nhiều buồn ngủ 😡,0
Nhạc quá rác chán hẳn,0
Nhạc khá bổ ích mong chờ tập sau,1
Kênh này hơi nhảm nhí 😡,0
Bật chế độ lặp lại nghe cả ngày không chán luôn á.,1
Quảng cáo cực kỳ rác tắt đi luôn,0
Nhạc hơi chán !,0
